cle,Respondent_ID,weight,A9_1_slice,A9_2_slice,A9_3_slice,A9_4_slice,A9_5_slice,A9_6_slice,A9_7_slice,A9_8_slice,A9_9_slice,A9_10_slice,A9_11_slice,A9_12_slice,A9_13_slice,A9_14_slice,A9_15_slice,A9_16_slice,A10_1_slice,A10_2_slice,A10_3_slice,A10_4_slice,A10_5_slice,A10_6_slice,A10_7_slice,A10_8_slice,A11_1_slice,A11_2_slice,A11_3_slice,A11_4_slice,A11_5_slice,A11_6_slice,A11_7_slice,A11_8_slice,A11_9_slice,A11_10_slice,A11_11_slice,A11_12_slice,A11_13_slice,cluster
2751,MET20_638280,0.6791997325,3,3,3,2,2,2,4,3,2,4,4,3,4,2,3,3,2,1,2,1,2,1,2,3,3,2,3,2,3,1,3,3,3,3,3,3,3,1
2752,MET20_391970,1.0610295856,2,3,3,3,1,1,2,2,2,3,1,3,2,2,4,2,1,2,3,3,2,4,2,2,2,1,1,3,2,3,2,2,2,2,2,2,1,0
2753,MET20_1166862,0.9965400009,2,3,3,3,4,2,1,2,1,2,1,2,4,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2754,MET20_1603715,1.6045583854,2,3,2,1,1,2,3,2,2,3,1,2,1,3,2,3,2,2,3,3,2,2,2,3,2,2,2,3,3,3,2,3,2,2,3,2,3,0
2755,MET20_1105985,0.9770802775,2,2,2,1,3,3,2,1,2,1,1,2,2,1,1,2,2,2,3,2,1,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,3
2756,MET20_645938,1.0239963436,3,2,3,2,1,1,3,1,2,2,1,3,3,1,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,0
2757,MET20_146888,0.930184251,2,2,2,2,2,2,1,2,2,2,1,3,3,2,2,2,1,1,2,2,2,3,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,0
2758,MET20_7007741,1.055956908,2,4,2,2,4,2,1,4,2,2,3,3,2,4,2,2,1,1,2,1,1,2,4,1,1,4,3,3,1,3,1,4,2,2,1,1,1,0
2759,MET20_7001187,0.9643085747,2,2,3,3,3,2,3,2,2,2,1,3,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2760,MET20_1425572,0.9612750925,1,3,2,2,3,2,1,2,1,2,2,4,2,1,2,1,1,1,3,2,1,3,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,3
2761,MET20_1080469,0.7980860057,2,3,2,3,3,2,4,2,3,3,1,3,4,3,2,2,2,2,3,2,2,3,2,4,2,2,3,2,2,2,2,2,4,3,2,2,2,1
2762,MET20_1089551,0.837901566,1,2,4,4,3,2,2,3,2,2,1,2,4,2,1,2,2,1,3,2,2,2,2,2,1,1,1,2,1,1,2,1,3,1,1,2,1,0
2763,MET20_580457,0.8247615439,2,3,3,3,3,2,3,3,3,3,2,3,3,2,2,3,2,2,3,2,2,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,3,1
2764,MET20_1425853,0.6791997325,3,4,4,4,3,2,4,4,3,3,4,3,4,2,4,3,2,2,3,2,2,3,3,4,1,2,3,2,2,2,4,3,4,4,4,3,4,2
2765,MET20_7002140,0.7980860057,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,0
2766,MET20_749177,0.5345827213,4,4,4,4,2,2,4,3,2,4,2,4,4,3,2,3,2,2,3,2,2,3,3,4,2,2,2,2,2,2,2,3,2,2,4,2,2,1
2767,MET20_1830730,0.6947629021,2,2,2,2,3,3,2,2,3,2,2,2,2,1,2,2,2,1,2,1,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,0
2768,MET20_941148,1.179990801,3,3,3,3,3,2,3,3,2,2,3,3,3,1,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,2,3,1
2769,MET20_144164,1.055956908,2,2,2,2,2,2,4,2,2,2,1,1,2,1,2,2,2,2,3,2,2,3,2,3,1,1,1,2,1,2,2,2,2,1,3,2,3,0
2770,MET20_1302623,0.9770802775,3,2,2,2,4,2,4,3,2,3,4,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,4,3,3,3,4,1
2771,MET20_1105241,0.9643085747,2,4,4,3,3,2,2,4,2,4,2,4,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,1
2772,MET20_1779986,0.6583119793,1,1,2,2,4,1,3,2,1,1,1,2,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,3
2773,MET20_575127,0.7058317983,3,2,2,4,4,3,4,4,4,4,4,3,4,2,3,4,2,2,2,2,2,1,2,4,1,1,2,2,2,1,4,3,4,4,4,4,4,1
2774,MET20_1877905,0.8394656956,3,4,4,4,3,3,3,4,2,4,2,4,4,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2
2775,MET20_802548,0.837901566,1,1,2,2,3,1,2,2,1,2,2,3,3,1,2,2,1,2,2,1,1,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3
2776,MET20_653718,0.5022567684,1,3,1,2,2,1,3,2,1,2,1,1,1,1,2,2,1,1,3,4,1,2,2,1,2,2,1,1,1,1,2,1,4,2,2,1,1,3
2777,MET20_7006979,1.4391301159,3,3,4,4,3,2,4,4,4,3,3,4,4,3,3,4,2,3,2,3,3,3,3,4,4,3,2,2,3,4,3,4,3,3,4,4,3,2
2778,MET20_7012227,0.9965400009,1,3,2,1,2,2,2,1,1,3,2,2,1,2,1,1,1,2,3,3,2,3,2,3,3,3,1,3,1,3,2,2,1,1,3,1,2,0
2779,MET20_1223275,1.4391301159,2,2,2,2,3,2,3,2,3,3,2,3,2,2,2,4,2,1,3,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,0
2780,MET20_1231658,1.179990801,2,2,3,3,2,2,2,2,2,3,1,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2781,MET20_563586,1.012416781,2,3,3,2,2,2,2,3,1,2,2,3,4,2,3,2,2,2,3,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0
2782,MET20_427668,0.7980860057,2,3,3,4,2,3,2,2,1,2,1,4,4,2,2,1,2,1,2,2,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,0
2783,MET20_633513,0.6026768254,2,3,2,2,3,3,2,3,2,2,1,3,2,1,2,3,2,2,3,2,2,3,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,0
2784,MET20_7004168,0.930184251,4,4,4,4,2,4,4,4,2,2,4,4,4,4,4,4,2,2,2,3,2,2,4,2,4,4,4,4,3,4,2,4,4,2,4,4,4,2
2785,MET20_692989,0.7980860057,2,3,3,3,3,2,4,3,2,2,1,3,4,2,2,2,2,1,2,2,1,1,2,3,1,1,2,2,1,2,1,1,2,2,2,1,2,0
2786,MET20_450025,0.837901566,2,3,3,3,4,1,3,2,2,2,4,2,3,1,1,3,1,1,3,2,1,3,2,3,2,2,1,1,2,3,1,2,3,1,2,2,3,0
2787,MET20_157729,1.1614861152,2,3,3,3,2,2,3,3,1,2,3,3,4,3,2,3,2,2,3,2,2,3,2,3,3,3,2,2,2,3,2,3,2,1,3,1,3,1
2788,MET20_1198765,0.9965400009,1,2,2,2,3,2,1,3,1,2,1,3,2,1,2,1,1,1,2,2,1,4,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,3
2789,MET20_1887391,1.1614861152,2,2,3,3,3,2,3,2,2,3,2,3,4,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,0
2790,MET20_653501,0.9643085747,2,4,3,4,2,2,4,3,2,3,3,3,4,2,2,3,2,3,3,3,2,2,2,4,3,3,3,3,3,3,2,3,3,3,3,2,3,1
2791,MET20_1205314,0.9965400009,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2792,MET20_597195,0.5870058358,2,3,3,2,2,3,2,3,1,2,2,2,3,2,2,1,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0
2793,MET20_1213391,1.180583149,2,3,2,2,2,2,2,3,2,3,1,3,2,2,3,2,1,1,4,1,1,3,3,1,1,2,2,2,1,1,2,2,2,1,3,1,1,0
2794,MET20_592270,1.012416781,2,2,3,2,2,2,1,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2795,MET20_588400,0.6182996491,2,3,3,4,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,3,2,1
2796,MET20_1805575,1.012416781,2,3,2,2,4,2,1,1,2,3,1,3,2,2,3,2,2,3,2,3,2,3,3,2,3,2,2,3,2,2,2,2,3,2,2,2,2,0
2797,MET20_7001006,1.012416781,4,4,4,4,4,2,4,4,3,3,2,4,4,3,3,3,1,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,1
2798,MET20_697434,0.9765900354,1,2,2,1,1,2,4,1,1,1,1,1,2,1,1,2,1,1,3,1,1,4,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3
2799,MET20_627456,0.6583119793,4,4,4,4,1,1,4,4,4,4,2,4,4,1,4,4,1,2,2,3,2,2,3,1,2,2,2,4,2,2,2,2,2,2,3,2,2,1
2800,MET20_464950,0.7980860057,2,3,3,2,2,1,1,3,2,2,1,3,3,2,3,1,1,1,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2801,MET20_321424,0.4572221819,3,3,3,2,2,2,2,3,3,3,1,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2802,MET20_7009659,0.8556566041,2,3,2,2,3,2,2,3,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2803,MET20_1425846,1.2765284167,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2
2804,MET20_1109200,0.837901566,3,4,3,3,2,3,4,3,3,3,2,4,3,3,3,4,2,2,3,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,3,2,3,2
2805,MET20_7000789,1.012416781,2,3,3,3,2,1,2,2,2,3,2,3,3,1,2,3,2,2,3,2,2,2,2,3,1,2,1,1,1,2,2,1,2,2,2,2,2,0
2806,MET20_1316730,1.161725334,2,2,3,3,4,2,2,2,2,4,2,3,3,2,3,3,1,3,2,2,2,3,3,2,1,1,2,1,1,2,1,1,2,1,2,2,2,0
2807,MET20_1800261,1.1239197817,3,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,2,2,3,2,2,3,2,3,3,2,2,3,2,3,2,3,3,2,2,2,3,1
2808,MET20_20686,0.9059973118,3,3,3,3,3,2,3,4,2,3,3,3,4,2,3,3,3,2,3,3,2,2,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,2
2809,MET20_1827298,0.8528399828,2,2,2,2,3,2,1,2,1,3,1,2,2,1,2,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2810,MET20_1104061,0.8247615439,1,2,1,2,3,1,2,1,2,1,1,1,3,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2811,MET20_7010101,0.8528399828,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,3
2812,MET20_947962,0.8206610833,2,2,2,2,4,2,4,2,4,2,2,3,4,1,2,3,1,1,3,2,1,4,2,4,2,2,2,2,2,1,4,2,4,2,2,4,2,0
2813,MET20_1177612,1.0564869918,2,2,3,2,2,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,3
2814,MET20_7002233,1.0946952712,2,2,3,4,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2815,MET20_1795321,0.8247615439,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2816,MET20_1220131,1.0564869918,2,3,3,3,3,2,2,3,2,3,2,3,3,1,3,3,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,0
2817,MET20_1785033,1.3948718613,2,3,2,3,2,2,2,2,1,3,1,3,3,2,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,0
2818,MET20_125718,0.8149973567,2,3,3,3,1,1,2,2,1,2,1,2,3,3,2,2,1,2,3,1,1,3,3,3,1,2,1,3,1,3,1,1,1,1,2,2,1,0
2819,MET20_58108,0.8422381464,3,4,4,4,2,1,4,3,4,4,4,4,4,2,3,4,2,2,3,2,2,3,2,3,2,2,2,3,2,2,2,3,2,3,3,3,3,1
2820,MET20_1266480,0.6791997325,2,3,2,2,2,3,1,3,2,2,2,3,2,2,2,2,2,1,2,2,1,3,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,3
2821,MET20_7008756,0.9306511977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2822,MET20_862708,0.6947629021,2,2,2,2,4,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2823,MET20_1085831,0.7980860057,2,3,3,2,3,2,3,2,3,2,2,2,3,2,3,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,0
2824,MET20_321135,1.012416781,2,3,3,3,2,2,2,4,1,2,2,4,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,0
2825,MET20_1243851,0.9617576466,3,2,4,3,2,2,2,3,2,3,3,3,4,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2826,MET20_1965502,0.7397234366,2,3,3,2,4,2,3,3,3,2,3,3,2,3,3,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,3,3,1
2827,MET20_7001363,1.0946952712,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,4,1,1,3,2,1,3,1,2,2,1,2,2,2,1,2,2,3,2,2,2,1,3
2828,MET20_465122,1.0946952712,3,3,3,3,2,2,4,3,1,3,2,3,2,1,2,3,1,1,3,2,1,3,2,3,1,2,1,1,1,2,1,1,3,2,2,1,3,0
2829,MET20_1005912,0.8528399828,3,3,3,3,2,2,1,3,2,3,2,3,2,2,3,3,1,2,2,2,1,2,2,3,1,2,2,2,2,1,1,2,3,2,3,2,2,0
2830,MET20_7001844,1.012416781,2,2,2,2,3,3,3,2,2,2,2,2,1,2,2,2,2,2,3,2,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2831,MET20_80004102,0.5022567684,1,2,2,2,2,3,1,1,2,1,1,2,2,1,1,2,1,1,4,2,1,4,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,3
2832,MET20_433128,0.7980860057,3,4,4,4,2,2,2,4,1,4,2,4,4,2,3,3,2,4,2,3,3,2,4,2,3,3,4,4,4,3,3,4,3,2,4,3,4,2
2833,MET20_1793615,0.8394656956,2,2,2,2,1,2,4,3,2,3,3,3,3,2,2,3,1,1,3,1,1,2,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,3
2834,MET20_817488,0.7980860057,1,3,3,3,3,3,4,3,1,3,1,3,3,3,2,3,1,2,3,2,2,3,1,2,3,2,2,3,2,3,2,3,3,2,3,1,1,0
2835,MET20_1903123,0.7954229017,2,3,3,3,3,2,3,2,2,2,2,3,4,2,2,3,2,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2836,MET20_1228712,0.8528399828,2,4,4,2,4,2,2,3,1,3,2,3,3,1,2,4,2,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,0
2837,MET20_7007726,0.9965400009,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2838,MET20_1150536,0.9643085747,2,4,4,4,1,4,4,4,2,4,4,4,4,3,3,4,2,2,3,2,2,3,2,4,2,2,2,2,2,2,2,2,2,4,4,4,4,1
2839,MET20_80006316,0.4586650315,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2840,MET20_7009617,0.8394656956,2,2,2,1,2,3,2,3,2,2,1,3,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,3
2841,MET20_820317,0.8206610833,3,3,3,3,2,2,3,3,2,4,3,3,3,2,3,3,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2,2,3,2,2,2,3,1
2842,MET20_1803208,1.179990801,2,3,3,3,2,2,3,3,2,3,2,3,3,2,1,2,2,1,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,0
2843,MET20_1014260,0.4868106265,2,3,2,3,3,1,3,2,3,3,2,3,3,2,2,2,2,2,2,2,1,3,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,0
2844,MET20_1310378,1.8791268987,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,1,4,3,4,4,4,1,3,1,4,4,4,4,4,3,4,2
2845,MET20_1046619,0.7980860057,2,3,2,3,1,2,3,1,2,2,2,2,3,1,2,2,1,1,2,1,1,4,1,3,2,1,1,1,1,2,1,1,3,2,2,2,3,3
2846,MET20_7002522,1.2765284167,2,3,3,3,2,3,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2847,MET20_1265300,0.62815034,2,1,3,3,4,1,4,3,3,2,1,2,2,2,2,3,2,1,4,3,2,2,2,4,1,1,1,1,1,1,1,1,1,1,2,2,4,0
2848,MET20_1239024,0.9059973118,2,2,2,3,3,2,4,2,1,4,2,2,4,2,2,4,2,2,3,3,1,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,1
2849,MET20_717819,0.9965400009,2,2,2,3,3,2,2,3,2,2,2,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2850,MET20_1234116,0.7397234366,1,2,1,1,3,2,3,1,2,1,1,1,1,1,1,4,2,1,3,4,1,3,3,4,2,1,1,1,2,1,2,1,2,2,3,3,3,0
2851,MET20_80001191,0.6583119793,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,2,2,2,2,2,3,2,2,2,2,4,1,3,2,3,3,2,2,2,3,4,1
2852,MET20_80005892,0.7980860057,2,3,3,3,2,2,2,3,2,2,3,3,4,3,2,3,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,1
2853,MET20_7013531,1.0396114026,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,2,3,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2854,MET20_80001364,3.2011403918,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,2,4,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,3
2855,MET20_7008085,0.9965400009,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2,3,2,2,3,2,3,2,3,0
2856,MET20_7000429,1.2758879289,1,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,2,1,3,1,4,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3
2857,MET20_1175814,0.9612750925,2,3,3,3,3,4,2,2,2,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2858,MET20_1172597,0.7980860057,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,2,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2859,MET20_1828890,0.7980860057,2,3,2,2,2,3,4,2,4,2,2,3,3,2,2,4,3,2,3,3,1,3,2,4,3,3,3,3,4,4,2,3,4,2,4,2,4,1
2860,MET20_1140643,0.5345827213,1,1,2,2,3,1,4,2,2,1,1,2,4,1,2,2,1,2,3,2,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2861,MET20_7005351,0.728200252,2,2,3,2,2,3,2,2,3,2,2,3,4,2,2,3,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,0
2862,MET20_1059371,0.8394656956,2,3,2,2,2,2,2,3,2,2,2,3,2,2,3,4,2,2,3,2,2,3,3,2,2,2,2,2,2,3,3,3,3,2,3,2,2,1
2863,MET20_1207849,0.7980860057,2,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,2,2,3,2,2,3,2,3,1,2,2,2,2,1,2,3,2,3,2,3,3,0
2864,MET20_208035,0.7980860057,2,3,3,3,3,3,3,2,3,2,2,2,3,2,2,4,2,3,3,4,3,3,3,4,2,2,2,2,2,2,2,2,3,3,3,3,3,1
2865,MET20_7002457,0.5524508228,2,3,2,2,3,2,2,2,2,3,2,3,2,2,2,3,2,2,3,3,2,3,3,2,2,2,2,3,2,3,2,3,3,2,3,2,2,0
2866,MET20_903890,1.0076397374,2,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,2,1,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,1
2867,MET20_1943913,0.9965400009,2,3,2,2,3,2,3,3,1,2,2,3,1,1,2,2,2,2,2,2,2,4,1,3,2,2,2,1,1,1,1,1,2,2,2,1,2,0
2868,MET20_244097,1.0076397374,2,3,2,2,3,3,4,3,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0
2869,MET20_7005335,1.0946952712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2870,MET20_851099,0.7058317983,2,3,2,3,3,3,2,2,2,3,1,3,3,2,3,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2,3,2,3,2,3,2,3,1
2871,MET20_80000194,0.6182996491,1,1,1,1,3,3,4,1,1,1,1,2,1,1,1,1,1,1,4,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3
2872,MET20_7004247,1.179990801,2,2,4,3,3,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,3,2,2,2,2,0
2873,MET20_7018194,1.0176565692,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2874,MET20_7008558,0.8247615439,2,2,1,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,2,3,0
2875,MET20_8500,0.9059973118,1,2,2,2,4,2,1,1,1,2,1,3,3,1,1,1,1,2,2,2,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3
2876,MET20_1674468,0.9847421628,2,4,4,3,3,2,3,3,3,3,2,4,4,3,3,4,2,2,3,2,2,3,2,4,2,2,1,3,2,2,2,3,4,2,4,3,4,1
2877,MET20_7011302,1.161725334,2,3,3,3,2,3,4,4,2,3,3,4,4,3,3,3,2,2,2,2,3,2,4,4,2,2,3,3,3,3,3,2,3,2,3,3,2,1
2878,MET20_1267827,1.0239963436,3,3,3,4,1,2,2,3,3,3,2,3,4,3,2,4,1,2,3,1,1,3,3,3,1,1,2,1,1,1,1,3,2,1,1,2,2,0
2879,MET20_138067,1.3309635272,2,4,4,4,4,2,4,4,4,4,4,4,4,3,2,4,1,2,3,1,1,2,3,3,1,2,1,1,3,2,1,3,1,1,3,3,3,1
2880,MET20_7003725,1.0946952712,3,4,4,4,3,2,4,2,3,4,2,3,4,2,2,2,2,3,4,4,2,2,4,4,3,4,2,4,2,4,2,3,4,4,4,4,4,2
2881,MET20_166620,0.5345827213,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,3,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,3
2882,MET20_1967680,0.8394656956,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,0
2883,MET20_378846,1.055956908,3,3,4,4,4,3,4,3,2,2,2,3,4,3,2,4,2,4,2,4,2,4,4,4,2,4,2,3,3,4,2,4,4,3,4,2,4,2
2884,MET20_1078629,1.0946952712,2,2,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,0
2885,MET20_7002341,0.3922906934,2,3,3,3,1,2,3,2,2,2,2,3,2,1,3,2,1,2,3,2,1,3,2,3,3,2,2,1,2,2,1,2,2,1,2,1,2,0
2886,MET20_1324916,0.9612750925,2,2,2,2,2,3,1,2,1,2,1,3,2,2,2,2,1,2,2,2,1,3,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,3
2887,MET20_80000238,0.8422381464,2,2,2,2,3,3,1,2,2,2,2,3,2,2,2,2,2,1,3,2,2,3,2,1,2,2,1,2,2,1,1,3,2,2,2,2,2,0
2888,MET20_1220651,1.0564869918,2,4,4,4,2,3,1,2,1,1,1,2,3,1,2,2,1,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3
2889,MET20_825242,0.9612750925,2,2,2,2,3,3,1,2,2,1,1,2,1,2,2,1,2,3,2,2,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0
2890,MET20_449967,0.9965400009,1,1,2,1,2,2,1,2,3,1,1,1,2,1,1,2,1,1,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3
2891,MET20_1228480,0.8247615439,2,3,3,3,2,2,2,2,2,3,2,3,2,2,2,4,2,2,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2892,MET20_1049084,0.6583119793,3,4,4,4,3,1,4,2,3,4,4,2,4,3,4,4,3,1,3,2,1,3,3,4,1,2,2,2,2,1,2,2,3,3,4,1,4,1
2893,MET20_1978646,0.9617576466,2,3,3,2,3,2,2,3,2,3,2,3,3,3,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,3,3,2,3,2,2,3,1
2894,MET20_7004362,0.9765900354,1,1,2,1,2,3,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2895,MET20_7003203,1.0239963436,2,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2896,MET20_774654,0.62815034,3,4,3,3,3,2,3,3,3,2,2,3,4,2,3,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,3,2,2,3,3,3,1
